image_names,cell_type,xmin,xmax,ymin,ymax
00097.jpg,RBC,381,489,2,102
00097.jpg,RBC,103,193,25,113
00097.jpg,RBC,1,89,32,120
00097.jpg,RBC,247,352,248,336
00097.jpg,RBC,1,80,138,238
00097.jpg,RBC,106,182,228,319
00097.jpg,WBC,268,554,91,286
00098.jpg,RBC,371,481,278,380
00098.jpg,RBC,538,636,167,262
00098.jpg,RBC,497,599,61,159
00098.jpg,RBC,105,191,221,322
00098.jpg,RBC,225,310,349,434
00098.jpg,RBC,66,152,266,357
00098.jpg,RBC,1,92,1,72
00098.jpg,RBC,31,114,152,235
00098.jpg,RBC,377,466,153,244
00098.jpg,RBC,256,380,28,137
00098.jpg,RBC,63,155,43,154
00098.jpg,RBC,418,517,64,166
00098.jpg,RBC,307,396,363,454
00098.jpg,WBC,178,360,130,311
00098.jpg,Platelets,29,72,414,449
00099.jpg,RBC,381,475,191,287
00099.jpg,RBC,144,255,150,249
00099.jpg,RBC,115,226,214,332
00099.jpg,RBC,410,521,244,362
00099.jpg,RBC,508,601,128,239
00099.jpg,RBC,433,534,12,121
00099.jpg,RBC,539,640,359,468
00099.jpg,RBC,545,640,263,357
00099.jpg,RBC,52,147,330,424
00099.jpg,RBC,291,408,22,112
00099.jpg,RBC,225,343,361,460
00099.jpg,RBC,384,502,401,480
00099.jpg,RBC,27,140,1,67
00099.jpg,RBC,536,640,1,77
00099.jpg,RBC,137,232,338,448
00099.jpg,WBC,224,384,229,345
00099.jpg,Platelets,336,368,156,184
00099.jpg,Platelets,385,418,66,97
00100.jpg,RBC,229,342,238,330
00100.jpg,RBC,152,268,146,257
00100.jpg,RBC,150,266,144,255
00100.jpg,RBC,70,179,197,300
00100.jpg,RBC,7,103,1,82
00100.jpg,RBC,469,573,28,121
00100.jpg,RBC,494,596,137,237
00100.jpg,RBC,27,111,305,395
00100.jpg,RBC,45,129,105,195
00100.jpg,RBC,32,116,191,281
00100.jpg,RBC,339,405,262,367
00100.jpg,RBC,368,460,59,146
00100.jpg,RBC,415,516,140,226
00100.jpg,RBC,344,445,412,479
00100.jpg,RBC,144,234,250,348
00100.jpg,WBC,398,590,228,431
00100.jpg,Platelets,306,347,383,421
00101.jpg,RBC,122,243,270,377
00101.jpg,RBC,2,123,128,235
00101.jpg,RBC,240,361,39,146
00101.jpg,RBC,354,462,79,179
00101.jpg,RBC,437,545,43,143
00101.jpg,RBC,484,591,128,230
00101.jpg,RBC,118,221,1,93
00101.jpg,RBC,229,349,165,255
00101.jpg,RBC,545,640,41,136
00101.jpg,RBC,313,424,196,290
00101.jpg,RBC,206,316,223,329
00101.jpg,RBC,181,276,338,438
00101.jpg,RBC,440,574,227,295
00101.jpg,WBC,364,521,289,432
00101.jpg,Platelets,271,308,413,447
00101.jpg,Platelets,543,574,349,378
00103.jpg,RBC,349,499,120,206
00103.jpg,RBC,343,437,272,357
00103.jpg,RBC,184,283,292,378
00103.jpg,RBC,253,352,240,326
00103.jpg,RBC,408,505,282,393
00103.jpg,RBC,143,240,189,290
00103.jpg,RBC,305,404,43,129
00103.jpg,RBC,373,472,21,107
00103.jpg,RBC,458,559,50,160
00103.jpg,RBC,1,94,197,285
00103.jpg,RBC,1,70,2,103
00103.jpg,RBC,8,110,386,462
00103.jpg,RBC,558,640,167,251
00103.jpg,RBC,558,640,319,403
00103.jpg,RBC,479,577,415,480
00103.jpg,RBC,101,201,120,224
00103.jpg,WBC,135,281,1,104
00103.jpg,Platelets,45,74,185,211
00104.jpg,RBC,430,514,82,162
00104.jpg,RBC,474,559,1,70
00104.jpg,RBC,406,494,1,60
00104.jpg,RBC,413,507,166,265
00104.jpg,RBC,342,429,25,110
00104.jpg,RBC,33,123,158,258
00104.jpg,RBC,178,286,177,286
00104.jpg,RBC,88,188,277,381
00104.jpg,RBC,61,157,341,435
00104.jpg,RBC,83,190,16,117
00104.jpg,RBC,521,637,379,480
00104.jpg,RBC,490,591,113,215
00104.jpg,RBC,496,578,245,343
00104.jpg,RBC,494,576,243,341
00104.jpg,Platelets,174,217,393,441
00104.jpg,WBC,259,492,259,464
00106.jpg,RBC,82,214,1,79
00106.jpg,RBC,316,404,130,238
00106.jpg,RBC,281,372,246,339
00106.jpg,RBC,395,486,4,96
00106.jpg,RBC,409,505,356,448
00106.jpg,RBC,559,640,160,253
00106.jpg,RBC,524,605,26,119
00106.jpg,RBC,490,580,395,477
00106.jpg,RBC,46,134,295,408
00106.jpg,RBC,95,190,99,202
00106.jpg,RBC,185,276,86,171
00106.jpg,RBC,98,211,196,299
00106.jpg,RBC,187,272,267,360
00106.jpg,RBC,210,301,321,411
00106.jpg,RBC,131,238,346,446
00106.jpg,WBC,374,549,181,334
00106.jpg,Platelets,249,288,406,447
00107.jpg,RBC,298,416,22,130
00107.jpg,RBC,331,449,310,418
00107.jpg,RBC,263,347,150,231
00107.jpg,RBC,204,301,1,105
00107.jpg,RBC,11,94,89,177
00107.jpg,RBC,106,189,208,296
00107.jpg,RBC,10,93,318,406
00107.jpg,RBC,527,610,124,212
00107.jpg,RBC,528,639,260,371
00107.jpg,RBC,428,552,368,480
00107.jpg,RBC,44,134,149,234
00107.jpg,RBC,102,196,40,122
00107.jpg,Platelets,347,391,206,243
00107.jpg,WBC,157,309,282,435
00108.jpg,RBC,339,429,83,166
00108.jpg,RBC,283,374,42,129
00108.jpg,RBC,285,383,181,287
00108.jpg,RBC,187,285,217,310
00108.jpg,RBC,401,512,170,279
00108.jpg,RBC,496,609,219,336
00108.jpg,RBC,438,540,261,375
00108.jpg,RBC,530,632,99,213
00108.jpg,RBC,62,164,217,331
00108.jpg,RBC,1,77,154,266
00108.jpg,RBC,160,272,99,211
00108.jpg,RBC,344,449,1,58
00108.jpg,RBC,452,557,1,58
00108.jpg,RBC,185,276,429,480
00108.jpg,WBC,247,436,295,449
00108.jpg,Platelets,1,25,41,82
00109.jpg,RBC,389,486,158,248
00109.jpg,RBC,500,598,373,465
00109.jpg,RBC,297,393,155,255
00109.jpg,RBC,393,500,3,104
00109.jpg,RBC,259,354,166,268
00109.jpg,RBC,262,362,286,411
00109.jpg,RBC,102,216,48,159
00109.jpg,RBC,37,151,148,237
00109.jpg,RBC,34,125,229,307
00109.jpg,RBC,214,309,62,170
00109.jpg,RBC,60,164,355,458
00109.jpg,WBC,363,519,251,421
00110.jpg,RBC,364,494,41,165
00110.jpg,RBC,493,623,146,270
00110.jpg,RBC,284,393,202,290
00110.jpg,RBC,260,373,17,90
00110.jpg,RBC,83,171,206,284
00110.jpg,RBC,108,210,66,151
00110.jpg,RBC,214,301,372,474
00110.jpg,RBC,139,226,287,378
00110.jpg,RBC,114,216,386,473
00110.jpg,RBC,1,102,83,183
00110.jpg,WBC,268,468,283,455
00110.jpg,Platelets,248,278,59,88
00110.jpg,Platelets,468,503,49,85
00111.jpg,RBC,458,571,198,296
00111.jpg,RBC,405,518,240,338
00111.jpg,RBC,365,478,40,138
00111.jpg,RBC,512,630,75,188
00111.jpg,RBC,468,570,71,175
00111.jpg,RBC,175,288,169,267
00111.jpg,RBC,278,391,358,456
00111.jpg,RBC,527,640,306,404
00111.jpg,RBC,229,342,31,129
00111.jpg,RBC,23,136,44,142
00111.jpg,RBC,21,134,310,408
00111.jpg,RBC,121,234,280,378
00111.jpg,RBC,60,143,382,480
00111.jpg,RBC,50,194,134,254
00111.jpg,RBC,399,495,405,480
00111.jpg,WBC,142,258,378,480
00111.jpg,Platelets,360,395,85,115
00112.jpg,RBC,178,278,350,438
00112.jpg,RBC,162,262,141,229
00112.jpg,RBC,205,314,30,143
00112.jpg,RBC,95,198,1,81
00112.jpg,RBC,287,389,260,367
00112.jpg,RBC,448,550,128,235
00112.jpg,RBC,430,525,243,337
00112.jpg,RBC,423,518,385,480
00112.jpg,RBC,369,434,18,87
00112.jpg,RBC,2,98,57,137
00112.jpg,RBC,353,454,123,224
00112.jpg,RBC,22,122,154,242
00112.jpg,WBC,1,161,264,414
00112.jpg,Platelets,533,580,108,151
00112.jpg,RBC,79,180,168,279
00113.jpg,RBC,262,366,151,245
00113.jpg,RBC,169,273,23,117
00113.jpg,RBC,496,584,178,248
00113.jpg,RBC,533,640,285,389
00113.jpg,RBC,84,193,366,442
00113.jpg,RBC,10,99,66,184
00113.jpg,RBC,365,485,151,268
00113.jpg,RBC,299,404,265,369
00113.jpg,RBC,573,640,1,70
00113.jpg,RBC,377,473,393,476
00113.jpg,RBC,11,102,324,410
00113.jpg,WBC,62,236,204,359
00113.jpg,WBC,257,288,430,457
00114.jpg,RBC,173,270,194,292
00114.jpg,RBC,359,456,214,312
00114.jpg,RBC,415,512,230,328
00114.jpg,RBC,364,473,336,448
00114.jpg,RBC,240,349,265,377
00114.jpg,RBC,159,263,368,465
00114.jpg,RBC,50,168,407,477
00114.jpg,RBC,123,249,15,147
00114.jpg,RBC,1,97,284,382
00114.jpg,RBC,512,609,167,265
00114.jpg,RBC,322,410,396,480
00114.jpg,RBC,52,156,230,316
00114.jpg,RBC,9,116,127,220
00114.jpg,RBC,32,139,1,72
00114.jpg,WBC,224,391,74,206
00115.jpg,RBC,23,126,294,393
00115.jpg,RBC,223,306,119,204
00115.jpg,RBC,499,602,141,236
00115.jpg,RBC,117,220,52,147
00115.jpg,RBC,472,577,243,354
00115.jpg,RBC,556,640,354,439
00115.jpg,RBC,466,564,405,480
00115.jpg,RBC,302,405,434,480
00115.jpg,RBC,165,265,441,480
00115.jpg,RBC,1,87,62,144
00115.jpg,WBC,200,356,247,396
00115.jpg,RBC,122,206,294,396
00115.jpg,RBC,110,194,214,316
00115.jpg,RBC,357,446,153,264
00115.jpg,RBC,288,379,103,198
00117.jpg,RBC,507,609,63,180
00117.jpg,RBC,426,528,383,480
00117.jpg,RBC,186,290,54,174
00117.jpg,RBC,108,228,1,104
00117.jpg,RBC,1,114,1,96
00117.jpg,RBC,314,428,5,101
00117.jpg,RBC,61,165,261,359
00117.jpg,RBC,98,192,393,480
00117.jpg,Platelets,524,574,357,398
00117.jpg,Platelets,209,242,310,347
00117.jpg,WBC,242,466,87,301
00117.jpg,RBC,287,396,383,480
00117.jpg,RBC,517,620,405,474
00120.jpg,RBC,422,536,191,291
00120.jpg,RBC,53,192,141,262
00120.jpg,RBC,354,480,277,393
00120.jpg,RBC,223,349,230,346
00120.jpg,RBC,514,615,358,455
00120.jpg,RBC,246,344,1,86
00120.jpg,RBC,100,198,49,135
00120.jpg,RBC,92,190,290,376
00120.jpg,RBC,394,469,388,469
00120.jpg,WBC,160,334,76,220
00123.jpg,RBC,35,150,377,479
00123.jpg,RBC,463,578,119,221
00123.jpg,RBC,297,364,126,199
00123.jpg,RBC,57,144,293,379
00123.jpg,RBC,34,121,103,189
00123.jpg,RBC,314,401,1,85
00123.jpg,RBC,354,441,386,472
00123.jpg,WBC,268,472,195,378
00123.jpg,Platelets,142,175,53,80
00123.jpg,RBC,158,281,273,378
00124.jpg,RBC,297,374,131,222
00124.jpg,RBC,473,599,217,313
00124.jpg,RBC,360,463,126,237
00124.jpg,RBC,144,275,184,322
00124.jpg,RBC,37,104,279,377
00124.jpg,RBC,476,543,46,144
00124.jpg,RBC,529,602,319,415
00124.jpg,RBC,9,114,406,480
00124.jpg,RBC,207,312,284,374
00124.jpg,WBC,295,490,292,447
00124.jpg,Platelets,153,184,425,458
00124.jpg,RBC,377,473,46,142
00125.jpg,RBC,333,421,174,274
00125.jpg,RBC,312,416,16,119
00125.jpg,RBC,173,252,51,140
00125.jpg,RBC,453,538,291,383
00125.jpg,RBC,408,501,219,315
00125.jpg,RBC,460,553,119,215
00125.jpg,RBC,287,394,369,480
00125.jpg,RBC,1,68,204,310
00125.jpg,RBC,201,303,355,469
00125.jpg,RBC,28,119,12,120
00125.jpg,WBC,104,275,149,302
00125.jpg,Platelets,511,544,253,285
00125.jpg,Platelets,170,202,15,55
00125.jpg,Platelets,50,69,77,100
00125.jpg,Platelets,376,411,142,174
00126.jpg,RBC,307,409,235,328
00126.jpg,RBC,330,442,133,227
00126.jpg,RBC,192,302,150,260
00126.jpg,RBC,254,366,1,93
00126.jpg,RBC,52,140,16,112
00126.jpg,RBC,27,136,253,344
00126.jpg,RBC,334,443,58,149
00126.jpg,RBC,252,359,317,418
00126.jpg,RBC,200,293,266,391
00126.jpg,RBC,477,590,165,238
00126.jpg,RBC,444,550,129,204
00126.jpg,WBC,400,547,370,480
00127.jpg,RBC,9,109,249,357
00127.jpg,RBC,452,556,1,95
00127.jpg,RBC,109,210,272,357
00127.jpg,RBC,251,352,1,86
00127.jpg,RBC,218,323,389,480
00127.jpg,WBC,172,349,126,312
00127.jpg,Platelets,546,584,82,118
00130.jpg,RBC,470,551,282,370
00130.jpg,RBC,479,566,342,429
00130.jpg,RBC,566,640,322,424
00130.jpg,RBC,301,412,329,443
00130.jpg,RBC,254,335,231,323
00130.jpg,RBC,30,134,313,426
00130.jpg,RBC,155,236,94,208
00130.jpg,RBC,203,311,310,440
00130.jpg,WBC,238,414,53,210
00132.jpg,RBC,177,302,154,272
00132.jpg,RBC,221,346,271,389
00132.jpg,RBC,255,373,40,152
00132.jpg,RBC,379,496,22,133
00132.jpg,RBC,78,188,382,480
00132.jpg,RBC,20,154,8,113
00132.jpg,RBC,137,280,34,158
00132.jpg,WBC,46,193,212,370
00132.jpg,Platelets,445,489,455,479
00133.jpg,RBC,471,592,11,130
00133.jpg,RBC,552,640,200,318
00133.jpg,RBC,520,632,312,430
00133.jpg,RBC,58,171,260,375
00133.jpg,RBC,336,443,158,256
00133.jpg,RBC,84,191,379,477
00133.jpg,RBC,227,341,320,429
00133.jpg,RBC,1,59,327,431
00133.jpg,RBC,376,453,310,407
00133.jpg,Platelets,135,302,1,117
00134.jpg,WBC,250,405,196,337
00134.jpg,Platelets,5,38,455,480
00134.jpg,Platelets,596,640,259,307
00135.jpg,RBC,20,105,243,328
00135.jpg,RBC,201,316,261,341
00135.jpg,RBC,247,375,83,214
00135.jpg,RBC,341,429,314,415
00135.jpg,RBC,83,180,100,193
00135.jpg,RBC,456,544,234,344
00135.jpg,RBC,460,548,1,71
00135.jpg,RBC,95,222,195,316
00135.jpg,Platelets,42,185,345,480
00135.jpg,Platelets,224,273,168,213
00135.jpg,Platelets,345,396,198,239
00135.jpg,Platelets,177,215,34,64
00135.jpg,RBC,391,479,319,420
00135.jpg,RBC,141,241,104,212
00136.jpg,RBC,439,550,279,372
00136.jpg,RBC,464,577,117,227
00136.jpg,RBC,414,507,44,148
00136.jpg,RBC,321,430,213,337
00136.jpg,RBC,246,350,329,429
00136.jpg,RBC,345,473,357,465
00136.jpg,RBC,200,316,395,480
00136.jpg,RBC,323,425,41,128
00136.jpg,RBC,359,461,110,197
00136.jpg,WBC,106,279,115,273
00136.jpg,Platelets,550,592,441,480
00136.jpg,Platelets,101,143,240,286
00137.jpg,RBC,146,273,333,459
00137.jpg,RBC,211,316,247,360
00137.jpg,RBC,79,208,145,264
00137.jpg,RBC,466,555,231,320
00137.jpg,WBC,227,399,10,153
00137.jpg,RBC,264,351,248,352
00139.jpg,RBC,229,338,7,117
00139.jpg,RBC,258,368,225,333
00139.jpg,RBC,77,187,226,334
00139.jpg,RBC,88,232,58,222
00139.jpg,RBC,469,598,303,420
00139.jpg,RBC,401,515,273,380
00139.jpg,RBC,159,269,314,422
00139.jpg,RBC,478,592,228,335
00139.jpg,RBC,11,121,312,420
00139.jpg,WBC,269,440,353,480
00139.jpg,Platelets,179,223,208,245
00139.jpg,Platelets,115,157,1,34
00140.jpg,RBC,337,469,260,386
00140.jpg,RBC,489,615,259,362
00140.jpg,RBC,65,219,343,476
00140.jpg,RBC,540,640,74,171
00140.jpg,RBC,48,153,216,315
00140.jpg,RBC,405,550,329,423
00140.jpg,WBC,239,375,100,242
00140.jpg,RBC,483,583,100,197
00140.jpg,RBC,441,542,79,176
00141.jpg,RBC,539,640,53,154
00141.jpg,RBC,393,511,334,437
00141.jpg,RBC,501,618,278,406
00141.jpg,RBC,423,543,1,115
00141.jpg,RBC,331,442,76,168
00141.jpg,RBC,312,439,176,302
00141.jpg,RBC,10,117,196,292
00141.jpg,RBC,113,231,153,271
00141.jpg,RBC,249,364,133,229
00141.jpg,WBC,57,345,278,480
00142.jpg,RBC,335,466,54,163
00142.jpg,RBC,403,517,170,274
00142.jpg,RBC,485,598,201,284
00142.jpg,RBC,348,441,372,480
00142.jpg,RBC,18,111,276,384
00142.jpg,RBC,101,206,12,117
00142.jpg,Platelets,1,27,113,149
00142.jpg,WBC,211,389,172,324
00142.jpg,Platelets,569,606,422,455
00143.jpg,RBC,344,448,274,392
00143.jpg,RBC,416,572,371,461
00143.jpg,RBC,417,504,176,277
00143.jpg,RBC,472,581,175,275
00143.jpg,RBC,340,444,38,156
00143.jpg,WBC,40,222,41,206
00143.jpg,Platelets,266,317,191,228
00144.jpg,RBC,86,208,1,101
00144.jpg,RBC,116,242,66,195
00144.jpg,RBC,185,310,1,76
00144.jpg,RBC,508,606,94,190
00144.jpg,RBC,2,80,285,387
00144.jpg,RBC,566,640,337,422
00144.jpg,WBC,421,589,218,371
00144.jpg,RBC,216,315,200,296
00144.jpg,RBC,242,341,194,290
00144.jpg,RBC,289,388,195,291
00145.jpg,RBC,239,342,265,357
00145.jpg,RBC,168,271,1,92
00145.jpg,RBC,375,479,102,211
00145.jpg,RBC,498,621,114,236
00145.jpg,RBC,197,309,92,193
00145.jpg,RBC,3,112,76,175
00145.jpg,RBC,356,457,210,324
00145.jpg,RBC,78,192,163,287
00145.jpg,RBC,468,583,317,435
00145.jpg,RBC,106,209,388,480
00145.jpg,Platelets,146,200,325,368
00145.jpg,Platelets,217,260,247,290
00145.jpg,Platelets,340,385,300,346
00145.jpg,WBC,300,459,353,480
00147.jpg,Platelets,200,238,249,294
00147.jpg,WBC,339,514,42,207
00148.jpg,RBC,404,511,253,356
00148.jpg,RBC,278,385,300,403
00148.jpg,RBC,501,608,170,273
00148.jpg,RBC,86,193,1,124
00148.jpg,WBC,255,406,187,321
00148.jpg,Platelets,507,566,265,334
00149.jpg,RBC,328,430,181,281
00149.jpg,RBC,15,130,1,96
00149.jpg,RBC,435,549,154,266
00149.jpg,RBC,104,218,240,338
00149.jpg,RBC,524,638,363,460
00149.jpg,RBC,513,627,20,117
00149.jpg,RBC,228,343,51,160
00149.jpg,RBC,373,464,69,149
00149.jpg,Platelets,407,446,396,428
00149.jpg,WBC,58,207,55,206
00150.jpg,WBC,278,405,11,149
00150.jpg,Platelets,392,416,36,60
00152.jpg,WBC,128,281,31,172
00154.jpg,RBC,208,312,278,400
00154.jpg,RBC,247,351,232,337
00154.jpg,RBC,325,429,163,268
00154.jpg,RBC,257,361,105,210
00154.jpg,RBC,100,247,393,480
00154.jpg,RBC,1,104,60,165
00154.jpg,WBC,354,513,4,153
00154.jpg,Platelets,230,267,146,177
00156.jpg,RBC,169,296,326,405
00156.jpg,RBC,216,341,187,296
00156.jpg,RBC,93,179,128,208
00156.jpg,RBC,105,195,245,362
00156.jpg,RBC,5,108,162,259
00156.jpg,RBC,3,118,252,343
00156.jpg,RBC,299,414,225,316
00156.jpg,RBC,374,498,229,328
00156.jpg,RBC,160,280,415,480
00156.jpg,Platelets,451,486,400,434
00156.jpg,Platelets,381,432,440,474
00156.jpg,Platelets,534,586,370,426
00156.jpg,Platelets,463,515,428,474
00156.jpg,Platelets,409,460,59,96
00156.jpg,Platelets,71,102,76,104
00156.jpg,WBC,6,137,331,480
00157.jpg,RBC,108,217,147,248
00157.jpg,RBC,523,632,128,229
00157.jpg,RBC,365,495,355,456
00157.jpg,WBC,202,377,183,345
00158.jpg,RBC,237,325,344,436
00158.jpg,RBC,148,236,177,269
00158.jpg,RBC,475,597,343,465
00158.jpg,RBC,267,354,221,325
00158.jpg,RBC,42,136,63,152
00158.jpg,WBC,339,500,219,364
00158.jpg,Platelets,250,283,80,117
00159.jpg,RBC,239,331,6,103
00159.jpg,RBC,487,620,20,137
00159.jpg,RBC,418,524,171,282
00159.jpg,RBC,487,598,253,363
00159.jpg,RBC,274,384,382,480
00159.jpg,Platelets,192,236,36,79
00159.jpg,Platelets,149,191,78,117
00159.jpg,Platelets,544,600,213,267
00159.jpg,WBC,168,338,122,287
00160.jpg,RBC,170,280,185,287
00160.jpg,RBC,402,512,215,317
00160.jpg,RBC,501,611,303,405
00160.jpg,RBC,492,602,63,165
00160.jpg,RBC,1,111,31,136
00160.jpg,RBC,148,270,297,400
00160.jpg,RBC,263,385,78,181
00160.jpg,RBC,426,529,147,233
00160.jpg,RBC,140,243,1,86
00160.jpg,Platelets,66,111,144,188
00160.jpg,WBC,260,484,292,480
00161.jpg,RBC,148,234,160,247
00161.jpg,RBC,110,216,145,228
00161.jpg,RBC,81,194,232,337
00161.jpg,RBC,456,565,146,261
00161.jpg,RBC,254,363,344,459
00161.jpg,RBC,407,516,178,293
00161.jpg,RBC,305,413,310,405
00161.jpg,RBC,522,639,1,86
00161.jpg,RBC,492,600,261,376
00161.jpg,RBC,387,506,266,402
00161.jpg,RBC,135,245,338,439
00161.jpg,RBC,61,171,341,442
00161.jpg,RBC,1,59,88,181
00161.jpg,WBC,191,396,25,221
00162.jpg,RBC,67,165,167,268
00162.jpg,RBC,186,284,63,164
00162.jpg,RBC,99,194,98,174
00162.jpg,RBC,162,272,197,305
00162.jpg,RBC,230,358,134,244
00162.jpg,RBC,430,542,366,458
00162.jpg,RBC,509,609,394,480
00162.jpg,RBC,416,547,256,361
00162.jpg,RBC,495,596,126,231
00162.jpg,RBC,6,147,32,137
00162.jpg,RBC,351,452,160,279
00162.jpg,WBC,110,351,294,479
00162.jpg,Platelets,163,196,57,89
00163.jpg,RBC,474,575,80,176
00163.jpg,RBC,405,506,78,174
00163.jpg,RBC,453,550,227,348
00163.jpg,RBC,64,161,89,210
00163.jpg,RBC,1,87,330,434
00163.jpg,RBC,277,389,301,394
00163.jpg,WBC,279,437,128,301
00163.jpg,Platelets,604,640,125,177
00164.jpg,RBC,169,300,179,317
00164.jpg,RBC,423,520,336,453
00164.jpg,RBC,532,629,358,475
00164.jpg,RBC,353,448,39,135
00164.jpg,RBC,345,451,124,245
00164.jpg,RBC,309,415,233,354
00164.jpg,RBC,532,639,151,268
00164.jpg,RBC,455,593,69,184
00164.jpg,RBC,4,136,188,316
00164.jpg,RBC,102,220,77,196
00164.jpg,WBC,124,335,300,480
00164.jpg,Platelets,589,626,134,167
00165.jpg,RBC,388,478,157,262
00165.jpg,RBC,266,373,385,480
00165.jpg,RBC,359,466,363,458
00165.jpg,RBC,306,428,274,380
00165.jpg,RBC,56,178,296,402
00165.jpg,RBC,104,200,176,279
00165.jpg,RBC,386,514,4,122
00165.jpg,RBC,449,541,389,480
00165.jpg,RBC,425,513,252,364
00165.jpg,RBC,230,331,1,72
00165.jpg,WBC,170,411,57,290
00166.jpg,RBC,480,589,2,93
00166.jpg,RBC,347,455,199,314
00166.jpg,RBC,494,578,357,466
00166.jpg,RBC,549,633,81,190
00166.jpg,RBC,383,491,353,468
00166.jpg,RBC,347,453,1,96
00166.jpg,RBC,55,182,77,191
00166.jpg,RBC,254,368,28,129
00166.jpg,RBC,5,127,198,299
00166.jpg,RBC,403,512,165,285
00166.jpg,RBC,408,505,264,367
00166.jpg,WBC,1,225,332,479
00166.jpg,Platelets,509,555,182,223
00167.jpg,RBC,28,134,286,382
00167.jpg,RBC,82,181,201,296
00167.jpg,RBC,60,159,1,85
00167.jpg,RBC,180,286,3,107
00167.jpg,RBC,329,455,1,85
00167.jpg,RBC,304,405,97,202
00167.jpg,RBC,408,509,128,233
00167.jpg,RBC,468,582,266,349
00167.jpg,RBC,158,272,374,480
00167.jpg,RBC,507,621,79,185
00167.jpg,RBC,469,583,29,135
00167.jpg,RBC,526,640,189,272
00167.jpg,RBC,194,295,204,310
00167.jpg,RBC,133,245,109,227
00167.jpg,WBC,225,456,259,479
00168.jpg,RBC,440,563,347,450
00168.jpg,RBC,274,388,179,258
00168.jpg,RBC,340,441,261,366
00168.jpg,RBC,364,480,103,210
00168.jpg,RBC,378,493,1,91
00168.jpg,RBC,32,152,371,480
00168.jpg,RBC,6,106,276,370
00168.jpg,RBC,6,130,41,141
00168.jpg,RBC,98,207,1,72
00168.jpg,RBC,207,316,1,72
00168.jpg,RBC,503,609,75,180
00168.jpg,RBC,318,424,301,406
00168.jpg,RBC,171,273,345,430
00168.jpg,RBC,181,306,47,169
00168.jpg,RBC,560,640,135,232
00168.jpg,RBC,1,97,134,227
00168.jpg,Platelets,277,332,392,440
00168.jpg,Platelets,526,589,219,283
00168.jpg,WBC,55,265,149,347
00169.jpg,RBC,76,180,319,422
00169.jpg,RBC,137,246,259,369
00169.jpg,RBC,237,354,297,406
00169.jpg,RBC,236,353,383,480
00169.jpg,RBC,361,480,341,452
00169.jpg,RBC,455,574,178,289
00169.jpg,RBC,330,457,222,341
00169.jpg,RBC,25,136,182,285
00169.jpg,RBC,43,155,81,180
00169.jpg,RBC,71,179,1,82
00169.jpg,RBC,415,507,96,187
00169.jpg,RBC,477,569,87,178
00169.jpg,RBC,548,640,1,91
00169.jpg,RBC,453,546,1,87
00169.jpg,RBC,533,640,327,440
00169.jpg,RBC,430,557,288,408
00169.jpg,WBC,143,400,11,196
00170.jpg,RBC,359,459,101,216
00170.jpg,RBC,394,509,365,463
00170.jpg,RBC,425,545,172,288
00170.jpg,RBC,459,575,290,372
00170.jpg,RBC,57,154,390,480
00170.jpg,RBC,1,97,233,330
00170.jpg,RBC,1,97,127,224
00170.jpg,RBC,271,395,21,133
00170.jpg,RBC,185,292,110,220
00170.jpg,RBC,86,193,88,198
00170.jpg,RBC,112,219,33,143
00170.jpg,RBC,564,640,174,274
00170.jpg,RBC,99,194,212,308
00170.jpg,WBC,179,401,174,395
00171.jpg,RBC,16,119,195,303
00171.jpg,RBC,75,203,300,412
00171.jpg,RBC,516,626,108,213
00171.jpg,RBC,373,469,105,225
00171.jpg,RBC,171,296,205,314
00171.jpg,RBC,383,479,310,430
00171.jpg,RBC,279,378,312,442
00171.jpg,RBC,447,552,1,91
00171.jpg,RBC,200,288,411,480
00171.jpg,RBC,355,454,1,84
00171.jpg,RBC,8,123,1,65
00171.jpg,RBC,580,640,232,331
00171.jpg,RBC,1,83,383,480
00172.jpg,RBC,110,230,213,332
00172.jpg,RBC,230,344,227,335
00172.jpg,RBC,185,281,1,101
00172.jpg,RBC,55,180,95,212
00172.jpg,RBC,36,133,150,256
00172.jpg,RBC,20,123,334,454
00172.jpg,RBC,352,455,228,324
00172.jpg,RBC,457,574,187,300
00172.jpg,RBC,361,478,330,443
00172.jpg,RBC,128,245,355,468
00172.jpg,RBC,566,640,274,386
00172.jpg,RBC,445,565,253,352
00172.jpg,RBC,309,428,327,417
00172.jpg,RBC,415,534,1,90
00172.jpg,WBC,258,467,34,245
00174.jpg,RBC,455,562,106,209
00174.jpg,RBC,490,597,249,352
00174.jpg,RBC,543,640,165,269
00174.jpg,RBC,568,640,323,428
00174.jpg,RBC,310,427,365,471
00174.jpg,RBC,298,418,46,157
00174.jpg,RBC,203,301,24,141
00174.jpg,RBC,394,491,1,107
00174.jpg,RBC,1,77,153,259
00174.jpg,RBC,1,67,379,480
00174.jpg,RBC,1,91,1,75
00174.jpg,RBC,95,210,1,93
00174.jpg,RBC,37,152,317,410
00174.jpg,WBC,188,398,161,368
00174.jpg,Platelets,287,316,406,444
00175.jpg,RBC,19,129,2,114
00175.jpg,RBC,1,99,176,293
00175.jpg,RBC,187,283,56,152
00175.jpg,RBC,298,418,182,275
00175.jpg,RBC,396,516,249,342
00175.jpg,RBC,520,640,9,102
00175.jpg,RBC,29,149,305,398
00175.jpg,RBC,520,640,107,221
00175.jpg,RBC,110,196,172,260
00175.jpg,WBC,211,422,248,479
